frame_id,total_latency(μs),algorithm_latency(μs)
272,407864,407463
273,407253,406809
274,408134,407754
275,415287,414896
276,407385,406951
277,407996,407587
278,407508,407040
279,413061,412661
280,412258,411831
281,406836,406409
282,408294,407896
283,409537,409094
284,409808,409427
285,408308,407867
286,410428,410056
287,408250,407842
288,419446,418990
289,404611,404168
290,408495,408093
291,417483,417058
292,402585,402127
293,407393,406946
294,408208,407820
295,406993,406568
296,407876,407488
297,408017,407650
298,413010,412626
299,407686,407241
300,408140,407736
301,407663,407269
302,408600,408207
303,407986,407603
304,411894,411476
305,408259,407833
306,408300,407870
307,410776,410368
308,406972,406494
309,413753,413354
310,407703,407233
311,409407,408949
312,408147,407746
313,408241,407848
314,408556,408168
315,409189,408647
316,413119,412653
317,408347,407904
318,408991,408471
319,426625,426145
320,394972,394514
321,409279,408867
322,409329,408871
323,409367,408876
324,409509,409035
325,409240,408799
326,409428,408952
327,410134,409720
328,414714,414101
329,409053,408597
330,410416,409897
331,413828,413383
332,409342,408894
333,408721,408269
334,410170,409737
335,411342,410847
336,407888,407440
337,411863,411422
338,410729,410289
339,410725,410265
340,416824,416376
341,416797,416348
342,412355,411912
343,411584,411098
344,412433,412024
345,411809,411373
346,410586,410156
347,412481,412027
348,411594,411166
349,411341,410899
350,413250,412783
351,417411,416980
352,417897,417452
353,410442,409985
354,413977,413534
355,411698,411134
356,413313,412906
357,412720,412283
358,413224,412777
359,414323,413894
360,412978,412542
361,417998,417565
362,413141,412706
363,413729,413324
364,418744,418308
365,412350,411789
366,413357,412915
367,414252,413773
368,414366,413925
369,412780,412346
370,413529,413026
371,419750,419285
372,415197,414756
373,415158,414732
374,413792,413355
375,415377,414940
376,417251,416820
377,418079,417638
378,414503,414054
379,416310,415872
380,415227,414788
381,420822,420378
382,416033,415603
383,416660,416233
384,415784,415343
385,416860,416410
386,416236,415812
387,416569,416144
388,419751,419325
389,418809,418319
390,416001,415544
391,422761,422317
392,421247,420791
393,418470,418041
394,417685,417246
395,417759,417302
396,417193,416764
397,418384,417950
398,417036,416544
399,417710,417302
400,421485,421055
401,440798,440295
402,398412,397939
403,417819,417419
404,420561,420106
405,417896,417423
406,419525,419098
407,419691,419277
408,420166,419738
409,418631,418204
410,420157,419725
411,426121,425667
412,424863,424417
413,420630,420171
414,419325,418887
415,420645,420143
416,421311,420850
417,420953,420522
418,421115,420683
419,422583,422189
420,421055,420504
421,426050,425624
422,421027,420599
423,421146,420751
424,425243,424811
425,422745,422291
426,421354,420894
427,421472,421040
428,421744,421317
429,423337,422891
430,420518,420079
431,427152,426733
432,423529,423102
433,423796,423340
434,421961,421551
435,423237,422807
436,425798,425366
437,422895,422456
438,422724,422290
439,423385,422957
440,423489,422703
441,424515,424073
442,430039,429612
443,423980,423529
444,426357,425965
445,423311,422853
446,425096,424652
447,424082,423644
448,431662,431238
449,424517,424077
450,425632,425194
451,425715,425274
452,431058,430622
453,426701,426256
454,429104,428663
455,426741,426289
456,428731,428281
457,427481,427020
458,427881,427416
459,428293,427874
460,432599,432121
461,428345,427899
462,435134,434690
463,427978,427525
464,430033,429586
465,429842,429356
466,429918,429486
467,431324,430913
468,428698,428246
469,431026,430612
470,430141,429712
471,435315,434865
472,431816,431353
473,451292,450847
474,416055,415588
475,432776,432338
476,1464093,411444
477,433409,432989
478,434029,433586
479,434432,434008
480,440416,439986
481,432216,431775
482,442348,441931
483,434061,433614
