frame_id,total_latency(μs),algorithm_latency(μs)
357,420716,420241
358,417975,417544
359,418881,418440
360,418717,418289
361,418893,418500
362,419910,419447
363,419217,418776
364,420291,419860
365,419583,419157
366,419524,419094
367,426034,425587
368,426077,425662
369,419233,418806
370,420796,420354
371,420381,419932
372,420567,420167
373,421207,420746
374,422040,421609
375,421420,420993
376,420717,420268
377,427130,426738
378,420726,420295
379,420883,420441
380,425767,425306
381,421669,421232
382,422034,421603
383,421896,421497
384,422056,421604
385,421732,421296
386,422207,421766
387,427189,426708
388,423192,422731
389,423926,423524
390,422097,421650
391,422799,422365
392,425794,425383
393,424481,424045
394,420954,420507
395,423826,423368
396,424358,423900
397,431621,431175
398,421724,421275
399,425716,425242
400,424635,424160
401,424833,424382
402,423678,423230
403,430904,430451
404,425080,424601
405,425403,424920
406,425662,425218
407,432683,432225
408,424831,424345
409,426914,426426
410,429905,429444
411,426148,425695
412,427522,427106
413,427292,426835
414,428690,428248
415,433176,432732
416,428099,427623
417,450027,449587
418,414277,413784
419,428694,428241
420,428999,428569
421,430012,429567
422,429869,429423
423,430139,429686
424,430758,430314
425,431065,430608
426,429592,429126
427,436171,435716
428,431885,431421
429,434789,434298
430,433004,432531
431,431505,431002
432,382241,381759
433,377724,377250
434,381159,380606
435,431352,430858
436,434304,433831
437,435966,435501
438,431785,431292
439,440474,440008
440,441582,441112
441,432587,432092
442,434942,434459
443,381199,380749
444,380360,379866
445,383479,382989
446,380534,380046
447,380335,379868
448,382753,382298
449,382251,381784
450,380662,380176
451,389269,388777
452,381691,381197
453,389916,389424
454,383250,382754
455,383110,382650
456,383101,382608
457,381898,381417
458,383705,383206
459,383107,382659
460,383014,382536
461,383828,383355
462,384434,383941
463,384877,384403
464,389719,389241
465,394164,393668
466,383813,383338
467,384319,383843
468,385922,385449
469,384916,384420
470,385652,385173
471,386303,385822
472,385592,385112
473,385522,384972
474,386393,385920
475,387745,387279
476,385708,385249
477,394158,393658
478,388645,388161
479,388804,388317
480,389689,389208
481,388598,388105
482,387887,387427
483,386691,386208
484,333081,332600
485,334180,333717
486,332352,331885
487,387628,387116
488,387588,387122
489,391483,391008
490,392240,391769
491,388845,388303
492,392266,391761
493,389416,388934
494,394253,393775
495,334501,334017
496,335046,334573
497,335910,335344
498,338264,337780
499,336026,335559
500,335422,334953
501,337131,336644
502,347245,346762
503,335247,334760
504,337344,336865
505,346335,345844
506,337077,336600
507,337170,336689
508,337632,337162
509,336799,336339
510,337760,337276
511,337686,337202
512,338691,338230
513,338999,338526
514,339886,339393
515,339522,339050
516,347090,346627
517,343601,343108
518,341509,341022
519,346280,345786
520,345295,344776
521,341267,340790
522,341784,341305
523,342079,341614
524,341774,341311
525,341800,341322
526,342301,341820
527,342809,342280
528,342767,342294
529,343195,342705
530,366365,365872
531,331368,330870
532,350097,349586
533,347083,346600
534,352468,351987
535,350272,349784
536,347027,346547
537,345839,345357
538,345596,345090
539,344640,344177
540,348566,348100
541,348234,347757
542,344954,344468
543,365652,365181
544,330881,330390
545,349825,349347
546,290420,289940
547,286204,285724
548,288646,288156
549,350275,349794
550,349868,349366
551,342995,342516
552,341650,341175
553,342874,342390
554,341106,340653
555,341412,340939
556,341321,340856
557,291451,290979
558,287162,286672
559,282997,282535
560,284048,283562
561,282536,282080
562,284947,284489
563,283146,282660
564,283757,283308
565,293418,292942
566,281969,281485
567,283294,282816
568,281441,280986
569,283187,282724
570,283133,282649
571,282309,281845
572,282064,281605
573,289808,289364
574,287237,286736
575,285210,284638
576,282545,282109
577,283473,282947
578,283686,283232
579,282727,282247
580,284252,283769
581,283833,283366
582,289813,289342
583,288207,287715
584,227302,226816
585,226836,226374
586,227459,226985
587,229369,228836
588,287236,286755
589,283529,283035
590,294776,294258
591,288264,287781
592,285043,284597
593,284837,284346
594,285405,284956
595,284606,284140
596,228645,228148
597,228562,228043
598,228831,228358
599,228321,227874
600,228418,227930
601,229780,229259
602,234162,233705
603,233869,233365
604,231100,230627
605,229583,229113
606,230034,229571
607,228808,228338
608,230398,229962
609,234462,233981
610,234194,233711
611,233200,232723
612,229675,229204
613,229417,228952
614,231050,230580
615,229585,229143
616,230653,230168
617,229752,229301
618,230216,229744
619,230623,230161
620,232742,232297
621,229001,228519
622,229817,229344
623,233588,233103
624,233361,232857
625,232905,232415
626,234040,233557
627,229438,228965
628,237992,237518
629,228761,228285
630,233014,232526
631,233776,233285
632,230020,229519
633,229427,228940
634,229683,229217
635,228880,228421
636,233955,233342
637,226018,225548
638,230565,230098
639,229281,228802
640,229745,229278
641,229070,228604
642,229124,228650
643,229689,229206
644,229419,228963
645,235630,235173
646,231098,230616
647,231356,230816
648,170661,170167
649,179060,178575
650,173317,172833
651,174631,174068
652,174669,174187
653,174048,173567
654,227752,227279
655,230351,229872
656,230127,229659
657,228779,228320
658,230099,229624
659,230202,229697
660,229662,229183
661,229576,229087
662,172761,172302
663,172297,171818
664,172844,172385
665,173025,172551
666,172414,171949
667,174051,173562
668,171803,171343
669,173352,172883
670,175109,174644
671,175730,175241
672,175189,174696
673,174808,174320
674,175510,175014
675,174001,173525
676,175738,175250
677,174205,173731
678,175846,175374
679,175793,175303
680,173356,172871
681,175600,175109
682,174378,173900
683,175859,175386
684,174862,174309
685,174086,173605
686,176639,176171
687,174362,173866
688,174577,174100
689,173010,172537
690,175117,174652
691,173192,172716
692,174223,173758
693,174103,173631
694,174322,173863
695,174542,174048
696,173078,172602
697,175268,174807
698,174153,173664
699,176505,176027
700,173939,173437
701,178269,177692
702,173691,173190
703,176944,176468
704,174417,173934
705,174798,174325
706,174871,174388
707,177575,177105
708,173181,172698
709,175941,175467
710,174979,174505
711,176043,175570
712,176983,176486
713,173877,173406
714,176684,176209
715,177368,176873
716,177151,176663
717,174218,173734
718,177873,177399
719,175213,174732
720,175652,175170
721,174245,173767
722,131446,130977
723,130175,129713
724,130927,130460
725,129837,129375
726,128297,127836
727,127337,126875
728,128911,128450
729,147868,147398
730,159480,158993
731,177071,176574
732,176559,176066
733,174407,173924
734,177693,177222
735,176807,176322
736,174900,174414
737,179372,178903
738,130933,130470
739,131181,130712
740,129888,129427
741,130595,130119
742,131464,131000
743,1160445,106366
744,109850,109497
745,111672,111304
746,115458,115069
747,117508,117123
748,119404,118971
749,124035,123566
750,124480,124048
