frame_id,total_latency(μs),algorithm_latency(μs)
133,156136,155655
134,155702,155283
135,159149,158690
136,155771,155327
137,158657,158106
138,157043,156503
139,156446,155967
140,159209,158811
141,211097,210649
142,207168,206730
143,210822,210262
144,210931,210508
145,206028,205596
146,208536,208083
147,212264,211870
148,206885,206455
149,212498,211976
150,209870,209391
151,207675,207223
152,209258,208807
153,209156,208668
154,209924,209518
155,209744,209353
156,208898,208467
157,210387,209896
158,209525,208996
159,210600,210157
160,209232,208799
161,207790,207345
162,210458,210029
163,208104,207628
164,212905,212456
165,260136,259689
166,262175,261745
167,262114,261678
168,261747,261269
169,259920,259372
170,262091,261622
171,261399,260944
172,262204,261805
173,260960,260529
174,260087,259641
175,263569,263090
176,258322,257756
177,265074,264633
178,261134,260676
179,258506,258121
180,263520,263145
181,261274,260708
182,260810,260341
183,265443,265054
184,315331,314912
185,314316,313774
186,314104,313701
187,312795,312351
188,314462,313898
189,315094,314698
190,314528,314072
191,313343,312911
192,314348,313906
193,312262,311765
194,314844,314414
195,314052,313569
196,315730,315271
197,314210,313674
198,314655,314191
199,315976,315539
200,310910,310485
201,314157,313745
202,314433,314015
203,316354,315945
204,365387,364911
205,368101,367660
206,369757,369251
207,366867,366410
208,369330,368849
209,366691,366268
210,370886,370383
211,366412,365939
212,368035,367604
213,365202,364761
214,368122,367641
215,367513,367051
216,369216,368745
217,371917,371465
218,419982,419588
219,422011,421537
220,425861,425392
221,427908,427349
222,423761,423284
223,428408,427911
224,424059,423632
225,428354,427903
226,427301,426885
227,428519,428075
228,432101,431611
229,427140,426710
230,430498,430082
231,431319,430917
232,426577,426138
233,432754,432301
234,429740,429315
235,431979,431530
236,427101,426662
237,431664,431235
238,430544,430087
239,432907,432457
240,433654,433227
241,432555,432130
242,433946,433492
243,430165,429663
244,433678,433047
245,431133,430303
246,435145,434663
247,431943,431467
248,432181,431703
249,432306,431874
250,437551,437128
251,436760,436234
252,435935,435473
253,432760,432277
254,430049,429592
255,424419,423989
256,423609,423187
257,424763,424260
258,424488,424080
259,427202,426798
260,423355,422912
261,423145,422732
262,424261,423837
263,425629,425106
264,423056,422619
265,423624,423228
266,430765,430335
267,420499,419941
268,425231,424819
269,424966,424515
270,427268,426759
271,429792,429362
272,425749,425312
273,430556,430114
274,507845,507345
275,414245,413731
276,469986,469486
277,442346,441860
278,466796,466298
279,433602,433073
280,432553,432061
281,428492,428024
282,429309,428866
283,430099,429654
284,429108,428681
285,430233,429803
286,429979,429498
287,430784,430331
288,428820,428368
289,430452,430017
290,430971,430525
291,429870,429371
292,430658,430196
293,430581,430053
294,431795,431379
295,431585,431145
296,430529,430084
297,433150,432709
298,436433,435994
299,441982,441511
300,449383,448870
301,441388,440904
302,461125,460675
303,442288,441800
304,455682,455074
305,467125,466616
306,452062,451536
307,451426,450903
308,444009,443524
309,444502,444021
310,440256,439743
311,452910,452445
312,449815,449311
313,442099,441488
314,440901,440413
315,449676,449210
316,465197,464676
317,451383,450899
318,448253,447783
319,443032,442560
320,444123,443607
321,449213,448716
322,452580,452068
323,449291,448775
324,446986,446380
325,438798,438347
326,438748,438260
327,520500,519901
328,409911,409351
329,445368,444872
330,450342,449865
331,455944,455484
332,469551,469007
333,470359,469873
334,458660,458137
335,448309,447811
336,478003,477489
337,485216,484666
338,469585,469023
339,475645,475119
340,444040,443489
341,443990,443511
342,436968,436445
343,438936,438430
344,436453,435969
345,435473,434996
346,434655,434208
347,435927,435464
348,434469,434015
349,434960,434514
350,435032,434501
351,434673,434226
352,435458,435025
353,435760,435306
354,432272,431832
355,435508,435049
356,436326,435853
357,432600,432165
358,433735,433250
359,434206,433745
360,434787,434367
361,434288,433850
362,434576,434119
363,434118,433664
364,435944,435503
365,433905,433404
366,436972,436526
367,431516,431052
368,433790,433342
369,437634,437182
370,433058,432607
371,435947,435497
372,430967,430548
373,434630,434166
374,433399,432960
375,434970,434508
376,435255,434720
377,433628,433187
378,432906,432444
379,433352,432904
380,434200,433751
381,439695,439248
382,430649,430176
383,433772,433297
384,433255,432832
385,433121,432662
386,432887,432396
387,435280,434816
388,432583,432104
389,432419,431975
390,433873,433394
391,435821,435370
392,432248,431790
393,431374,430795
394,432590,432159
395,433416,432973
396,433493,433054
397,433179,432734
398,435505,435051
399,430283,429810
400,432779,432342
401,437626,437197
402,427985,427529
403,433201,432763
404,434471,434009
405,431838,431333
406,432895,432447
407,429405,428965
408,431849,431437
409,434498,434054
410,377349,376898
411,377766,377339
412,380083,379622
413,432692,432244
414,430093,429644
415,430870,430422
416,432781,432299
417,471435,470974
418,410047,409565
419,429895,429464
420,433829,433393
421,379252,378793
422,379243,378749
423,378459,377986
424,378464,377871
425,377706,376831
426,377513,377045
427,377467,376936
428,324207,323787
429,322863,322392
430,324729,324292
431,377007,376536
432,378249,377809
433,376598,376150
434,377101,376662
435,378111,377672
436,377839,377406
437,379702,379252
438,376106,375637
439,324956,324491
440,321527,321085
441,327052,326614
442,320653,320221
443,324478,323982
444,323304,322875
445,323259,322831
446,323691,323253
447,323216,322762
448,326815,326364
449,320842,320403
450,322761,322334
451,323224,322769
452,323830,323394
453,325906,325490
454,319773,319332
455,324179,323762
456,323105,322722
457,323215,322776
458,323325,322873
459,321729,321298
460,324198,323757
461,323735,323317
462,321930,321496
463,323461,323018
464,322469,322021
465,325335,324909
466,318973,318499
467,324245,323818
468,323538,323101
469,320500,320085
470,322103,321670
471,321343,320828
472,323352,322922
473,322934,322490
474,322988,322564
475,321596,321042
476,321513,321081
477,323043,322609
478,323331,322890
479,320049,319582
480,320968,320534
481,322404,321953
482,321720,321332
483,322384,321947
484,324221,323791
485,319076,318633
486,322925,322504
487,320619,320171
488,324848,324421
489,317820,317416
490,321624,321193
491,322458,322018
492,332762,332343
493,326848,326213
494,270354,269871
495,270952,270498
496,267927,267487
497,268382,267916
498,324706,324266
499,320504,320071
500,321518,321041
501,324620,324157
502,352938,352438
503,336084,335444
504,329699,329144
505,324497,324006
506,316479,315962
507,179796,179216
508,216741,216288
509,217326,216868
510,215783,215321
511,213782,213360
512,268246,267761
513,268580,268196
514,270610,270196
515,278125,277676
516,283045,282575
517,270324,269810
518,271625,271149
519,270338,269873
520,256208,255768
521,220223,219706
522,219401,218911
523,218897,218432
524,219760,219277
525,214566,214101
526,219556,219050
527,216614,216154
528,215558,215111
529,214678,214204
530,216875,216438
531,216644,216202
532,217598,217124
533,157207,156785
534,162762,162314
535,160684,160234
536,160937,160474
537,162434,162001
538,161517,161092
539,213101,212649
540,217313,216861
541,213171,212701
542,1191622,143761
543,112271,111897
544,112668,112303
545,112510,112143
546,111444,111077
547,124196,123834
548,114257,113856
549,104578,104235
