frame_id,total_latency(μs),algorithm_latency(μs)
180,431250,430821
181,432836,432382
182,431605,431176
183,434131,433693
184,431372,430903
185,433611,433157
186,432818,432392
187,434371,433913
188,435019,434507
189,431781,431297
190,440005,439550
191,435494,435042
192,432932,432483
193,429518,429067
194,422966,422532
195,423876,423449
196,427383,426957
197,421806,421349
198,424806,424380
199,427678,427232
200,421225,420769
201,425833,425398
202,424493,424087
203,422377,421933
204,424521,424062
205,426451,426018
206,423951,423524
207,425551,425112
208,425663,425246
209,426605,426154
210,426928,426465
211,427148,426716
212,435413,434971
213,493702,493094
214,428041,427398
215,465154,464635
216,518888,518423
217,393477,392968
218,432850,432376
219,430904,430483
220,429176,428738
221,429233,428763
222,429875,429413
223,430049,429614
224,429945,429550
225,429883,429446
226,429811,429337
227,430584,430141
228,432710,432207
229,429030,428610
230,430212,429771
231,432377,431938
232,428081,427639
233,431991,431530
234,430508,430058
235,433389,432968
236,430896,430451
237,439684,439246
238,450564,450012
239,439853,437856
240,439284,438765
241,452937,452486
242,454974,454496
243,450724,450179
244,470999,470478
245,449563,449083
246,452607,452059
247,446129,445549
248,441947,441361
249,439496,439047
250,453541,453066
251,450039,449544
252,441017,440473
253,440672,440189
254,450215,449733
255,464181,463652
256,455329,454742
257,446608,446073
258,443569,443070
259,442464,441969
260,451762,451276
261,451742,451257
262,451008,450482
263,440989,440500
264,441929,441411
265,443365,442893
266,491399,490896
267,433591,433071
268,447194,446680
269,460191,459708
270,447369,446228
271,468976,468406
272,471925,471393
273,455787,455185
274,450318,449837
275,485749,485225
276,477530,476955
277,472724,472224
278,466235,465662
279,448846,448354
280,441284,440762
281,438608,438123
282,438541,438083
283,436748,436283
284,434641,434191
285,434248,433798
286,435949,435511
287,434955,434498
288,435420,434963
289,434270,433803
290,435103,434636
291,435189,434729
292,433642,433205
293,434831,434372
294,435495,435041
295,434015,433552
296,434317,433874
297,434265,433820
298,434117,433648
299,433139,432677
300,434669,434224
301,434809,434358
302,438153,437719
303,434304,433849
304,434929,434461
305,432905,432449
306,432748,432298
307,436471,436029
308,434060,433610
309,432336,431902
310,434865,434339
311,432908,432462
312,434836,434385
313,432861,432421
314,434041,433609
315,437313,436856
316,431763,431327
317,436862,436431
318,431818,431385
319,432273,431831
320,437295,436857
321,434357,433906
322,434037,433575
323,432972,432415
324,432820,432372
325,432816,432360
326,433784,433296
327,436005,435511
328,429852,429321
329,433303,432815
330,435714,435301
331,432041,431606
332,435127,434663
333,432983,432539
334,431432,430977
335,435484,435069
336,430716,430270
337,433301,432827
338,435039,434584
339,432826,432385
340,433189,432746
341,427271,426827
342,434373,433945
343,432509,431978
344,433727,433296
345,431478,431028
346,432571,432106
347,431560,431114
348,431352,430871
349,378960,378498
350,376654,376243
351,433632,433183
352,432500,432038
353,431705,431253
354,433700,433251
355,432979,432521
356,445082,444650
357,432286,431814
358,433352,432903
359,378951,378485
360,378302,377752
361,378676,378207
362,379295,378852
363,377248,376777
364,379689,379235
365,376058,375554
366,377385,376948
367,326394,325956
368,320422,319974
369,324595,324143
370,377803,377365
371,377100,376640
372,377119,376679
373,376930,376498
374,378740,378331
375,379051,378616
376,375612,375108
377,377465,377030
378,325404,324902
379,321562,321127
380,324286,323856
381,324319,323879
382,324384,323962
383,323463,323013
384,323511,323070
385,323296,322877
386,322803,322371
387,323963,323521
388,323497,323069
389,322885,322439
390,323576,323156
391,324004,323571
392,322579,322153
393,323399,322973
394,323267,322800
395,322591,322162
396,323996,323573
397,323448,323005
398,322095,321666
399,324190,323730
400,322340,321913
401,323841,323404
402,323039,322616
403,324784,324353
404,321132,320706
405,321761,321326
406,322416,321987
407,322703,322255
408,323199,322772
409,323769,323355
410,322021,321564
411,319974,319483
412,322391,321950
413,322062,321569
414,323219,322781
415,322584,322167
416,323978,323492
417,319931,319489
418,323780,323348
419,321123,320616
420,319255,318804
421,323227,322774
422,321165,320695
423,324621,324178
424,318474,318028
425,321787,321391
426,322065,321636
427,321812,321391
428,324748,324226
429,318773,318328
430,323955,323522
431,333981,333547
432,323602,323096
433,270758,270317
434,272141,271696
435,264919,264466
436,269307,268876
437,323648,323086
438,320827,320390
439,321735,321293
440,325587,325207
441,375439,374995
442,313812,313185
443,331070,330584
444,322705,322221
445,325516,325022
446,171760,171249
447,215852,215429
448,216762,216323
449,218015,217565
450,212889,212449
451,267323,266898
452,269428,268985
453,272180,271674
454,280595,280147
455,280893,280334
456,268429,267930
457,271237,270778
458,278050,277528
459,239691,239151
460,230889,230364
461,217974,217506
462,220279,219815
463,216529,216037
464,219178,218723
465,216745,216257
466,214402,213942
467,217837,217374
468,214514,214023
469,218039,217587
470,215294,214807
471,213896,213418
472,160679,160204
473,162483,161930
474,162479,161979
475,159165,158706
476,163427,162971
477,159091,158638
478,214245,213152
479,215062,214646
480,214228,213769
481,161566,161120
482,159863,159401
483,162558,162133
484,157723,157240
485,160335,159897
486,114934,114553
487,115314,114893
488,159299,158869
489,116046,115618
490,111955,111575
491,114518,114126
492,1155806,103480
493,105410,105060
494,101554,101246
495,102076,101671
496,117977,117553
497,112790,112459
498,108253,107936
499,102146,101830
