frame_id,total_latency(μs),algorithm_latency(μs)
253,101666,61
254,101787,45
255,99897,92
256,98235,60
257,101211,66
258,102554,40
259,99940,132
260,99841,40
261,99838,71
262,101854,61
263,98306,123
264,98641,90
265,100933,90
266,101809,58
267,99298,58
268,99526,52
269,102799,124
270,97475,64
271,102035,40
272,100872,126
273,98209,46
274,101159,37
275,101006,93
276,100603,46
277,100667,68
278,99098,58
279,99129,65
280,99450,219
281,103774,106
282,99546,55
283,99236,68
284,97923,70
285,100825,64
286,99798,59
287,102481,40
288,99893,43
289,100040,52
290,100286,61
291,103036,125
292,99906,71
293,98333,59
294,100148,57
295,98814,53
296,101888,62
297,99830,49
298,99172,90
299,105204,50
300,96563,39
301,100510,55
302,100181,68
303,97652,108
304,102796,60
305,102451,119
306,97945,65
307,96545,50
308,102171,46
309,102664,99
310,99104,109
311,99331,165
312,101367,48
313,96078,89
314,103203,97
315,100575,143
316,105157,63
317,98168,110
318,95915,77
319,107097,120
320,93238,108
321,100009,72
322,102661,146
323,96436,81
324,102162,52
325,103403,91
326,100282,60
327,98732,94
328,100006,86
329,97336,48
330,99058,67
331,106921,70
332,100386,45
333,98905,61
334,101000,130
335,99979,80
336,95572,85
337,66876,54
338,100747,74
339,99667,94
340,100064,118
341,102915,113
342,99993,98
343,97159,80
344,99646,113
345,105198,104
346,97928,160
347,96849,69
348,99708,115
349,102481,119
350,100395,51
351,110405,142
352,89613,73
353,101997,133
354,98222,112
355,99626,112
356,103318,79
357,99905,38
358,102871,74
359,95308,64
360,102319,91
361,99291,42
362,99250,69
363,100097,62
364,101300,67
365,97053,77
366,101601,76
367,101059,50
368,101408,120
369,103088,58
370,95037,52
371,101418,93
372,101487,83
373,99202,132
374,102082,92
375,100702,165
376,97362,75
377,99334,79
378,100407,40
379,103583,52
380,96609,111
381,99418,71
382,99642,54
383,103148,51
384,98952,158
385,104565,112
386,95071,108
387,105428,133
388,100194,139
389,95904,58
390,101403,135
391,99573,80
392,102158,77
393,96079,117
394,101919,104
395,100307,108
396,99668,126
397,103218,205
398,98611,125
399,103052,160
400,93531,108
401,102261,60
402,101982,170
403,101384,235
404,101325,134
405,95135,72
406,100762,69
407,101920,138
408,103020,144
409,96543,174
410,104005,127
411,95992,181
412,99952,180
413,104276,105
414,98337,106
415,98014,89
416,99522,87
417,102051,107
418,104292,171
419,99391,119
420,96766,121
421,97899,58
422,99169,129
423,102767,124
424,101048,139
425,101914,161
426,100556,128
427,98312,62
428,102941,68
429,97628,150
430,102868,168
431,100744,133
432,99224,108
433,100766,113
434,99449,126
435,98093,117
436,103050,198
437,100147,150
438,96508,107
439,98858,135
440,105016,122
441,100437,158
442,98092,59
443,99552,67
444,98643,237
445,102583,75
446,101841,145
447,96730,141
448,98757,129
449,104824,122
450,96246,56
451,99929,87
452,101031,133
453,104368,200
454,100147,221
455,97694,123
456,102974,217
457,99962,246
458,100466,143
459,130889,104
460,65068,158
461,101782,201
462,100440,122
463,102564,150
464,99752,126
465,100945,127
466,97936,112
467,102328,127
468,95717,199
469,105262,134
470,99290,119
471,96253,119
472,104967,239
473,99221,233
474,94283,70
475,100961,80
476,69494,71
477,95626,68
478,106003,55
479,101521,127
480,97702,57
481,102939,112
482,100512,145
483,94664,72
484,104462,78
485,97011,115
486,103961,90
487,99075,107
488,101419,88
489,100007,176
490,95431,123
491,104498,73
492,95585,67
493,103612,78
494,98832,79
495,96643,54
496,106115,50
497,96670,58
498,104368,67
499,99200,48
500,94491,51
501,102875,77
502,103536,150
503,97336,108
504,101651,132
505,103299,180
506,99946,176
507,99857,123
508,98365,252
509,98093,88
510,103493,214
511,98215,57
512,103270,112
513,101125,179
514,97113,113
515,99837,127
516,100012,110
517,98011,67
518,106889,184
519,94678,58
520,103306,107
521,101555,127
522,95909,186
523,102060,117
524,100050,121
525,96329,127
526,103228,130
527,100038,125
528,100752,227
529,98940,117
530,103379,138
531,99896,133
532,100735,211
533,96210,122
534,102338,143
535,95976,102
536,100756,114
537,101893,90
538,98626,99
539,103894,164
540,98486,126
541,100005,121
542,104203,133
543,95673,139
544,103415,134
545,96796,242
546,101364,122
547,98920,212
548,102686,122
549,99317,281
550,97398,124
551,99804,79
552,100029,89
553,99948,141
554,105489,432
555,101811,140
556,99107,137
557,101692,359
558,95099,122
559,98848,339
560,105978,205
561,98596,242
562,93015,97
563,103476,196
564,98896,56
565,101511,145
566,103366,164
567,100701,276
568,97601,197
569,100232,120
570,98156,116
571,106333,520
572,97003,178
573,100172,125
574,96784,177
575,100648,182
576,101115,115
577,104552,131
578,100277,117
579,100342,120
580,99449,134
581,100723,183
582,96312,171
583,102534,119
584,1035399,169
585,1349,112
586,1490,176
587,1544,155
588,2634,149
589,1044,124
590,1329,142
591,1672,134
