frame_id,decode_latency,depth_latency
1809,153151,317
1810,4024,1313
1811,6148,329
1812,5084,726
1813,3369,454
1814,5043,254
1815,146734,3030
1816,103807,259
1817,5692,443
1818,82234,866
1819,41974,1595
1820,110645,879
1821,21129,472
1822,13539,1212
1823,6386,916
1824,4255,804
1825,4059,716
1826,4986,469
1827,3910,673
1828,7818,1225
1829,402466,804
1830,3719,378
1831,3561,220
1832,4726,248
1833,4409,711
1834,123164,1313
1835,16601,2680
1836,49885,592
1837,121487,258
1838,6502,566
1839,121532,612
1840,5781,350
1841,5704,931
1842,142774,474
1843,18789,4310
1844,7992,353
1845,5517,492
1846,3073,1850
1847,4473,137946
1848,34405,1076
1849,128911,555
1850,5023,568
1851,52389,861
1852,6662,401
1853,4082,1086
1854,186219,986
1855,32155,28701
1856,5556,1098
1857,85106,704
1858,4563,527
1859,4556,528
1860,5016,785
1861,4949,1173
1862,196825,296
1863,6230,798
1864,89481,1080
1865,6166,474
1866,3774,452
1867,4063,437
1868,171224,1089
1869,5687,938
1870,6809,973
1871,100374,270
1872,4217,402
1873,5210,1950
1874,169105,997
1875,5804,1009
1876,45088,486
1877,5853,666
1878,137354,1319
1879,4921,1253
1880,124715,729
1881,4074,501
1882,3147,1998
1883,120548,1809
1884,5761,1012
1885,101984,894
1886,117083,571
1887,67626,795
1888,42355,355
1889,11111,503
1890,111917,771
1891,43877,415
1892,5203,685
1893,147115,824
1894,4076,631
1895,6171,36297
1896,80315,358
1897,5965,531
1898,109643,570
1899,7305,1792
1900,47250,225
1901,4152,638
1902,53570,1325
1903,61279,1049
1904,42322,739
1905,13441,64145
1906,12419,13922
1907,4257,590
1908,6015,121495
1909,3343,474
1910,3722,671
1911,5011,415
1912,6138,478
1913,115885,472
1914,5409,1030
1915,157606,1207
1916,19561,335
1917,5845,994
1918,108166,724
1919,5970,2441
1920,85235,4044
1921,47296,245
1922,4393,1106
1923,62019,10095
1924,45528,320
1925,41570,1147
1926,12261,376
1927,47746,1170
1928,110395,1780
1929,5312,1260
1930,125460,703
1931,11181,386
1932,58039,927
1933,17374,1331
1934,5968,333
1935,200898,1070
1936,77354,498
1937,4931,3340
1938,70013,562
1939,6036,924
1940,6370,2038
1941,6627,799
1942,6505,1518
1943,5377,666
1944,4581,2065
1945,5604,1017
1946,325272,1035
1947,5430,520
1948,107969,396
1949,23526,470
1950,95683,833
1951,36660,1714
1952,6524,884
1953,75537,297
1954,6281,1448
1955,5484,484
1956,4652,496
1957,3556,283
1958,285946,11907
1959,23997,587
1960,5424,973
1961,150919,848
1962,8619,976
1963,113332,1911
1964,13856,1439
1965,83522,9380
1966,60839,6926
1967,4703,500
1968,7412,1065
1969,144375,546
1970,6925,1010
1971,5547,991
1972,74296,520
1973,25789,473
1974,100297,645
1975,6626,516
1976,103846,16648
1977,54320,1019
1978,107918,336
1979,5652,504
1980,36991,683
1981,5680,847
1982,104085,671
1983,5686,545
1984,5126,618
1985,5485,464
1986,5188,1244
1987,5843,990
1988,6441,305
1989,5639,480
1990,3829,443
1991,5494,526
1992,5667,580
1993,4741,522
1994,4326,576
1995,4631,558
1996,4480,571
1997,5367,275
1998,330657,561
1999,5239,428
2000,5081,305
2001,4688,445
2002,3362,386
2003,5384,611
2004,307201,1443
2005,3587,519
2006,5555,574
2007,6226,1091
2008,6996,1109
2009,7360,839
2010,6109,842
2011,7692,618
2012,6179,684
2013,5191,1228
2014,5030,1179
2015,5588,727
2016,4868,317
2017,5051,612
2018,6440,745
2019,295419,809
2020,11354,9165
2021,5721,1124
2022,159424,1986
2023,7062,1799
2024,99019,1101
2025,49342,570
2026,81401,3487
2027,13234,369
2028,5280,313
2029,4290,510
2030,6302,736
2031,150640,681
2032,4303,788
2033,100914,646
2034,36642,1351
2035,104099,2569
2036,23298,1878
2037,96784,549
2038,5639,976
2039,68409,9546
2040,26892,479
2041,5664,46501
2042,49980,264
2043,5431,1143
2044,41395,612
2045,4849,488
2046,4895,55654
2047,4481,416
2048,4073,912
2049,129473,16823
2050,57000,917
2051,6432,1127
2052,100624,594
2053,4998,652
2054,94856,11434
2055,4933,603
2056,7830,674
2057,3892,549
2058,5143,1029
2059,169877,821
2060,5820,804
2061,159448,336
2062,5463,844
2063,83759,489
2064,5304,526
2065,23799,9343
2066,25529,704
2067,5105,857
2068,118972,1511
2069,5546,414
2070,3709,529
2071,6255,87234
2072,6018,347
2073,4725,510
2074,147983,1285
2075,15617,2787
2076,139620,5826
2077,8423,2493
2078,4783,470
2079,3484,463
2080,5618,967
2081,148279,541
2082,4882,556
2083,3461,489
2084,146190,565
2085,38355,569
2086,44926,1224
2087,20449,699
2088,5362,818
2089,130456,719
2090,6572,1167
2091,6283,675
2092,6186,795
2093,4449,516
2094,4848,828
2095,168996,513
2096,5886,498
2097,5889,914
2098,167795,547
2099,6143,938
2100,4558,603
2101,6019,1070
2102,5957,820
2103,156024,411
2104,4001,344
2105,4080,479
2106,91072,9412
2107,6279,650
2108,101133,773
2109,6345,1153
2110,5000,541
2111,4410,518
2112,4400,542
2113,181349,966
2114,16887,297
2115,92401,3933
2116,104600,3338
2117,32508,1186
2118,110113,3335
2119,6561,466
2120,4979,949
2121,6603,953
2122,4255,532
2123,5971,1067
2124,303162,699
2125,43306,1051
2126,4078,534
2127,112024,21437
2128,115667,705
2129,7294,1154
2130,6265,957
2131,6940,483
2132,4112,489
2133,4504,938
2134,228693,961
2135,6442,969
2136,6406,664
2137,5474,341
2138,5016,338
2139,5081,545
2140,3930,401
2141,6969,328
2142,302420,518
2143,89416,983
2144,6841,826
2145,22397,15532
2146,5757,464
2147,5867,6585
2148,87744,899
2149,4454,1030
2150,8181,1023
2151,5662,1205
2152,6239,631
2153,5997,668
2154,5788,551
2155,54177,864
2156,5887,492
2157,6916,750
2158,303952,378
2159,5255,501
2160,86830,9062
2161,6061,1215
2162,5695,550
2163,5879,1337
2164,6037,636
2165,6578,1065
2166,4882,542
2167,8606,1186
2168,7406,987
2169,7426,548
2170,4657,559
2171,8374,406
2172,178581,1051
2173,12287,1220
2174,6231,1443
2175,120375,1182
2176,5191,1452
2177,187569,947
2178,10834,586
2179,6284,664
2180,5499,586
2181,5360,995
2182,5389,730
2183,6762,572
2184,330564,1459
2185,126575,1632
2186,26857,1086
2187,16952,1668
2188,7557,1345
2189,9368,600
2190,6237,981
2191,177346,806
2192,14518,10709
2193,5208,1137
2194,216240,1796
2195,11128,1398
2196,108213,404
2197,7664,393
2198,208507,1615
2199,5876,498
2200,6160,240
2201,5361,744
2202,6004,474
2203,221150,983
2204,5119,752
2205,6450,1148
2206,5804,594
2207,6769,2331
2208,197717,729
2209,27039,377
2210,52984,1612
2211,6349,1009
2212,7564,961
2213,92277,433
2214,119684,1234
2215,5043,574
2216,5321,493
2217,7469,721
2218,103794,915
2219,17489,2023
2220,6165,380
2221,5241,1267
2222,6181,691
2223,5994,350
2224,5179,498
2225,6129,402
2226,262987,689
2227,5736,1083
2228,34432,748
2229,5809,123192
2230,5253,998
2231,118738,1575
2232,6518,789
2233,4710,964
2234,114044,613
2235,6352,751
2236,7170,1310
2237,120783,1564
2238,5728,953
2239,107650,1416
2240,16278,1128
2241,78815,354
2242,24993,2274
2243,37991,1100
2244,7360,535
2245,76455,778
2246,129135,527
2247,9608,18907
2248,5655,691
2249,6254,693
2250,6428,1181
2251,6796,1024
2252,7397,969
2253,5621,562
2254,4855,426
2255,5606,553
2256,5576,693
2257,6147,929
2258,7751,620
2259,6036,658
2260,273524,677
2261,103817,4331
2262,70861,489
2263,6170,584
2264,5979,925
2265,4420,648
2266,4625,400
2267,6515,1091
2268,5790,630
2269,4641,334
2270,172623,515
2271,5685,590
2272,4024,669
2273,90119,504
2274,6204,643
2275,77010,18539
2276,25832,802
2277,6032,869
2278,102662,513
2279,47978,1244
2280,5403,636
2281,4563,1013
2282,157353,379
2283,5623,884
2284,5706,400
2285,5349,565
2286,114475,1752
2287,5588,571
2288,42306,546
2289,5681,1148
2290,148749,326
2291,5370,396
2292,6276,483
2293,6634,771
2294,173149,1343
2295,5350,720
2296,107259,740
2297,7469,1821
2298,6102,569
2299,5548,833
2300,5363,992
2301,148753,1165
2302,6766,841
2303,165013,483
2304,27394,493
2305,37022,1076
2306,6300,1367
2307,6457,865
2308,6660,1088
2309,195823,6331
2310,6826,699
2311,4619,428
2312,5084,703
2313,151868,8083
2314,35375,28500
2315,24198,736
2316,6936,1171
2317,91715,1502
2318,5456,617
2319,130584,4388
2320,4732,644
2321,5960,1537
2322,6271,405
2323,5410,409
2324,110118,2046
2325,5559,1050
2326,6490,662
2327,5550,305
2328,6156,471
2329,185545,479
2330,8063,1082
2331,103971,873
2332,6274,299
2333,127971,529
2334,6324,1143
2335,38295,591
2336,5402,384
2337,74634,1128
2338,6429,989
2339,116066,561
2340,46070,1215
2341,6375,498
2342,72089,263
2343,7084,662
2344,6024,695
2345,6493,1401
2346,6589,952
2347,5248,538
2348,325458,5126
2349,26298,607
2350,6846,442
2351,8323,962
2352,111827,1299
2353,6818,539
2354,137052,832
2355,15875,5055
2356,18212,1118
2357,6369,313
2358,6032,578
2359,154275,968
2360,15920,531
2361,5750,301
2362,102261,297
2363,6105,832
2364,53251,576
2365,8708,976
2366,6090,686
2367,119993,1456
2368,5013,344
2369,73025,847
2370,43952,1168
2371,48804,3741
2372,8653,654
2373,167860,915
2374,6166,993
2375,59415,576
2376,6202,1176
2377,5977,1206
2378,114461,423
2379,11419,761
2380,3956,277
2381,137656,600
2382,31076,1125
2383,20476,463
2384,25483,667
2385,6086,506
2386,150764,4595
2387,6371,877
2388,94803,704
2389,20023,1483
2390,32948,1005
2391,28305,1966
2392,38242,1617
2393,6688,712
2394,48069,1047
2395,6283,979
2396,193963,2309
2397,6073,416
2398,4448,436
2399,81528,24017
2400,6337,576
2401,5213,796
2402,122003,5257
2403,17291,461
2404,88966,966
2405,120539,1368
2406,5988,1845
2407,6209,721
2408,6830,418
2409,8255,519
2410,7528,658
2411,5796,283
2412,5666,687
2413,356264,743
2414,6374,602
2415,6624,724
2416,6831,680
2417,8039,730
2418,6567,1069
2419,6267,801
2420,6322,717
2421,310509,483
2422,25630,463
2423,6557,1223
2424,7011,960
2425,189137,1107
2426,20557,1188
2427,23686,770
2428,8806,27004
2429,19699,1090
2430,5837,725
2431,178465,21451
2432,5434,332
2433,53285,437
2434,6250,532
2435,94100,5256
2436,5609,847
2437,54708,9738
2438,32768,930
2439,5595,509
2440,6851,590
2441,5607,756
2442,6447,1136
2443,6347,906
2444,191119,3252
2445,5406,600
2446,5379,731
2447,4687,483
2448,133768,1128
2449,36219,509
2450,58572,724
2451,20554,620
2452,6076,412
2453,76192,1200
2454,45000,436
2455,15568,1062
2456,136893,3240
2457,38776,1152
2458,6428,946
2459,94938,1496
2460,5948,461
2461,6219,512
2462,6017,988
2463,5293,1738
2464,154667,485
2465,70026,1120
2466,6529,699
2467,7042,1381
2468,6436,1123
2469,6198,1140
2470,131664,2537
2471,6147,796
2472,117884,30686
2473,54432,836
2474,22070,1303
2475,6183,1029
2476,92001,432
2477,59247,1666
2478,76341,962
2479,6604,484
2480,99046,1722
2481,5778,333
2482,5477,761
2483,5668,837
2484,186991,628
2485,12220,4736
2486,5376,433
2487,30553,548
2488,6001,739
2489,135143,479
2490,6959,1330
2491,6621,1138
2492,6750,525
2493,6108,759
2494,202154,773
2495,5975,1402
2496,108635,604
2497,6184,765
2498,5880,817
2499,7570,1328
2500,6317,747
2501,6794,946
2502,7037,1555
2503,7046,2301
2504,7330,1144
2505,188173,8134
2506,6275,798
2507,6664,585
2508,6250,720
2509,6089,885
2510,172127,446
2511,6776,368
2512,5137,784
2513,6008,504
2514,121118,1639
2515,5892,1022
2516,93111,465
2517,43166,1136
2518,21040,520
2519,12060,2055
2520,14354,574
2521,5669,711
2522,6965,778
2523,6182,895
2524,8833,332
2525,6142,967
2526,7304,392
2527,5661,304
2528,6479,849
2529,266317,2815
2530,6852,779
2531,9330,636
2532,7477,677
2533,7190,652
2534,203692,2163
2535,8130,1191
2536,129830,2823
2537,6296,401
2538,6405,802
2539,122165,359
2540,6237,657
2541,165475,3245
2542,5815,604
2543,64580,1013
2544,34151,688
2545,6752,558
2546,6735,642
2547,6980,1114
2548,6268,644
2549,6213,978
2550,5472,754
2551,6142,1116
2552,6684,790
2553,309952,2742
2554,102669,2557
2555,6368,667
2556,53495,938
2557,8936,364
2558,149431,728
2559,6049,827
2560,6437,529
2561,145886,2942
2562,98556,1964
2563,104717,1010
2564,115601,1206
2565,29068,893
2566,28160,932
2567,7820,788
2568,6424,590
2569,82650,675
2570,5771,446
2571,6498,1169
2572,229370,11687
2573,5593,651
2574,84058,1366
2575,6428,894
2576,120727,473
2577,85874,622
2578,37409,858
2579,8318,686
2580,11753,949
2581,128923,948
2582,95637,1379
2583,9170,1370
2584,68871,1020
2585,5869,882
2586,67172,1104
2587,26861,768
2588,51536,597
2589,7557,474
2590,130434,1648
2591,22441,752
2592,6456,770
2593,92909,821
2594,6582,807
2595,6209,1093
2596,6066,1076
2597,241209,4845
2598,33216,771
2599,7778,1487
2600,76870,655
2601,53404,7851
2602,42099,17477
2603,25937,849
2604,6492,774
2605,7503,724
2606,5743,822
2607,6686,837
2608,113150,832
2609,14334,678
2610,8069,1258
2611,6921,1704
2612,8407,1340
2613,7898,1042
2614,5952,667
2615,267484,851
2616,6170,1068
2617,7368,8788
2618,136974,684
2619,5747,338
2620,131270,954
2621,7067,425
2622,138976,747
2623,17484,799
2624,7476,989
2625,145883,570
2626,7144,1091
2627,7731,1155
2628,6918,752
2629,140145,605
2630,61175,1020
2631,6974,707
2632,98459,919
2633,6512,461
2634,120156,990
2635,11563,1912
2636,17055,784
2637,38014,4621
2638,20461,389
2639,13021,933
2640,6614,946
2641,9671,362
2642,7150,959
2643,264497,2289
2644,69462,25690
2645,6231,471
2646,5081,713
2647,5884,821
2648,197812,1330
2649,30921,3822
2650,8174,1842
2651,7738,1129
2652,7928,1081
2653,158725,3097
2654,6890,581
2655,92651,1361
2656,6946,4473
2657,6521,600
2658,7516,888
2659,7318,886
2660,5483,554
2661,254154,5235
2662,6689,611
2663,67460,542
2664,5809,485
2665,125422,1278
2666,32197,732
2667,7565,857
2668,6118,537
2669,6786,777
2670,179674,1299
2671,5825,563
2672,7161,1064
2673,7806,818
2674,195853,1301
2675,6469,680
2676,37878,506
2677,6607,742
2678,108595,2390
2679,6454,10372
2680,117709,625
2681,6311,876
2682,6596,929
2683,150281,1085
2684,7078,1065
2685,64000,730
2686,6668,1281
2687,6565,1119
2688,206504,1748
2689,7765,310
2690,134745,1105
2691,11068,1319
2692,8633,1111
2693,10433,1685
2694,122927,1848
2695,6730,528
2696,7640,1298
2697,128280,818
2698,7180,491
2699,6989,962
2700,127125,13996
2701,41768,866
2702,7905,1299
2703,84750,6721
2704,140096,626
2705,11432,955
2706,13548,662
2707,7417,688
2708,7754,685
2709,6854,404
2710,214725,477
2711,6207,846
2712,5812,546
2713,6796,1092
2714,6753,564
2715,6974,920
2716,5556,249
2717,216170,5190
2718,45165,3338
2719,26955,540
2720,6105,1018
2721,133121,780
2722,15363,1179
2723,6028,721
2724,6840,764
2725,7410,717
2726,143409,471
2727,32058,759
2728,69423,693
2729,6531,646
2730,97299,659
2731,7057,523
2732,67574,516
2733,72079,1531
2734,7862,506
2735,92334,3609
2736,6750,503
2737,53910,780
2738,6562,946
2739,6089,543
2740,97340,948
2741,7076,813
2742,29068,9982
2743,29978,2186
2744,13770,836
2745,6244,1041
2746,5878,794
2747,26799,19985
2748,7956,989
2749,84833,1254
2750,7294,1164
2751,7168,617
2752,5177,710
2753,36674,41559
2754,29043,574
2755,17268,622
2756,13236,5084
2757,24731,1546
2758,7601,811
2759,7479,768
2760,6957,82567
2761,23726,309
2762,6604,733
2763,56037,549
2764,12063,6694
2765,25716,786
2766,27478,842
2767,20756,1069
2768,50548,1051
2769,24179,2383
2770,60378,604
2771,6438,765
2772,48628,569
2773,12629,841
2774,8695,609
2775,6808,1634
2776,8687,1883
2777,8439,653
2778,93127,2812
2779,7053,643
2780,6338,841
2781,125782,700
2782,6434,872
2783,90831,464
2784,13960,652
2785,5048,691
2786,5689,8568
2787,97383,2175
2788,6519,800
2789,45260,252
2790,7055,707
2791,6068,616
2792,50159,1154
2793,33786,13002
2794,6530,831
2795,73464,649
2796,6497,817
2797,6934,937
2798,5975,862
2799,63874,836
2800,6567,334
2801,9473,468
2802,6510,473
2803,61548,1358
2804,6451,1232
2805,57742,8861
2806,6730,909
2807,6032,680
2808,7991,626
2809,70848,7416
2810,40486,1011
2811,32594,1647
2812,9205,652
2813,8260,1550
2814,7587,653
2815,43200,1375
2816,6494,1143
2817,6356,796
2818,45166,1366
2819,56011,262
2820,15287,1404
2821,6348,265
2822,6445,662
2823,5014,394
2824,90543,10926
2825,7606,1632
2826,6763,1129
2827,7144,867
2828,50960,1302
2829,7353,444
2830,63562,1038
2831,6536,709
2832,6355,751
2833,94085,7448
2834,6844,447
2835,6027,572
2836,6004,747
2837,6363,426
2838,73394,1643
2839,19461,664
2840,52797,832
2841,21743,1007
2842,12740,908
2843,79550,1035
2844,40576,1204
2845,6955,1242
2846,20279,2288
2847,6323,522
2848,6264,773
2849,6755,42731
2850,6692,1246
2851,91555,1633
2852,6374,1231
2853,6690,1141
2854,34853,7680
2855,6273,1146
2856,47811,611
2857,6491,942
2858,88475,4599
2859,7999,372
2860,6530,352
2861,5611,715
2862,84252,501
2863,57162,1032
2864,18498,424
2865,6866,672
2866,8348,1030
2867,7153,883
2868,6511,624
2869,14959,566
2870,9029,1530
2871,74493,1117
2872,8082,891
2873,6971,1118
2874,6399,487
2875,6742,604
2876,107923,12330
2877,9051,2866
2878,7466,376
2879,7070,706
2880,7443,713
2881,7652,554
2882,8119,582
2883,6457,841
2884,6870,445
2885,6143,805
2886,8588,586
2887,5907,943
2888,156992,2922
2889,7410,1077
2890,63875,1353
2891,20466,1292
2892,6537,1255
2893,6304,857
2894,46054,1683
2895,7194,661
2896,41815,483
2897,6442,974
2898,6498,962
2899,7096,920
2900,7091,833
2901,5294,645
2902,5999,430
2903,149941,4170
2904,40259,559
2905,52299,2384
2906,9367,939
2907,6936,698
2908,47243,12559
2909,24251,839
2910,17203,964
2911,8214,638
2912,88154,672
2913,28969,672
2914,5955,495
2915,28122,452
2916,5964,567
2917,5417,473
2918,33710,1164
2919,7892,827
2920,56380,15324
2921,72519,1623
2922,9634,812
2923,6375,541
2924,80741,1373
2925,9910,958
2926,23221,623
2927,16549,1968
2928,1051027,894
2929,6634,790
2930,6585,613
2931,6556,895
2932,9773,823
2933,7148,613
2934,10009,424
2935,7145,1175
