frame_id,decode_latency,depth_latency
222,329344,341
223,4399,614
224,3889,391
225,204808,3133
226,28913,287
227,48514,792
228,145922,5836
229,3814,330
230,2477,679
231,3238,334
232,2425,779
233,177465,1061
234,31030,706
235,3189,431
236,5193,377
237,3323,266
238,4140,347
239,2514,180333
240,108205,636
241,70956,8205
242,56989,2970
243,20080,876
244,3201,333
245,2742,505
246,103516,1016
247,56359,16071
248,172642,478
249,3201,331
250,3183,362
251,2657,357
252,3808,569
253,5496,424
254,236020,748
255,2769,1118
256,116625,1091
257,8363,215341
258,2833,308
259,5066,381
260,3449,371
261,2920,391
262,130098,921
263,5763,907
264,108139,8646
265,21035,611
266,172034,250
267,6564,605
268,6114,741
269,197662,22169
270,20496,457
271,2627,444
272,2550,505
273,6011,531
274,294000,2791
275,6602,764
276,123087,6169
277,2715,199
278,5125,602
279,4551,339
280,219536,615
281,135239,1193
282,43451,969
283,3923,370
284,2668,323
285,183448,213
286,9622,1295
287,8645,589
288,4860,580
289,4172,912
290,264926,876
291,134980,409
292,48974,1503
293,5638,528
294,138984,1098
295,5278,624
296,3747,513
297,5742,1140
298,264264,878
299,3935,376
300,3087,492
301,130251,755
302,61784,1114
303,5310,376
304,2561,350
305,131287,898
306,126262,360
307,5769,772
308,7728,536
309,7064,452
310,4601,492
311,4726,176
312,262538,1579
313,79970,432
314,5132,430
315,252267,660
316,27681,712
317,20226,368
318,15808,964
319,9645,670
320,10572,499
321,18243,730
322,255657,386
323,7820,510
324,7131,470
325,6495,933
326,5380,1096
327,5043,733
328,6254,911
329,3657,472
330,3577,677
331,10534,1697
332,14085,2642
333,5147,708
334,4397,393
335,2901,596
336,3360,895
337,5770,421
338,3196,365
339,408330,1025
340,3617,1051
341,226922,655
342,6296,532
343,134428,751
344,3529,370
345,4973,360
346,159519,10744
347,3227,240
348,4682,506
349,179194,15042
350,4277,436
351,122775,1379
352,2938,354
353,5482,858
354,214335,1063
355,59817,515
356,91098,817
357,88140,210
358,2722,472
359,5394,583
360,7230,702
361,15047,840
362,2631,541
363,3143,292
364,3743,519
365,2504,364
366,312245,885
367,71739,911
368,110281,22082
369,68533,638
370,5239,610
371,3870,352
372,5619,1090
373,5147,461
374,4211,695
375,279496,491
376,5102,760
377,156134,900
378,44388,10936
379,3545,179
380,5035,838
381,215897,1582
382,4918,826
383,3853,564
384,4360,924
385,275724,14414
386,63607,483
387,7569,1015
388,7482,595
389,4124,1094
390,249728,359
391,28597,11874
392,27369,2378
393,3251,526
394,3876,429
395,3427,744
396,3122,513
397,4574,414
398,259718,531
399,6785,849
400,5904,595
401,3723,443
402,2901,381
403,2651,399
404,245122,4465
405,5968,1082
406,3716,296
407,5624,288
408,4131,690
409,5075,509
410,2674,385
411,6083,1018
412,352375,1979
413,5022,426
414,6238,973
415,192760,1158
416,134528,513
417,18928,512
418,5687,9335
419,96148,356
420,5629,950
421,4478,772
422,5805,528
423,6655,7740
424,3507,361
425,5037,801
426,3871,736
427,3441,626
428,329062,1278
429,5046,922
430,5172,891
431,4377,537
432,339608,369
433,4645,345
434,2806,800
435,3243,992
436,5898,232213
437,15798,746
438,108120,357
439,23598,6662
440,2838,432
441,19663,973
442,6021,1095
443,314229,324
444,3296,344
445,3814,351
446,3559,429
447,242990,905
448,24559,283
449,3712,515
450,2895,271
451,166548,7182
452,4946,1118
453,154514,725
454,6075,3820
455,3455,1806
456,235332,493
457,3484,565
458,30530,335
459,153703,5214
460,8905,1225
461,6099,1002
462,6418,1115
463,278947,902
464,8241,1146
465,4524,925
466,201536,405
467,148851,559
468,161544,1089
469,5615,650
470,221528,3351
471,18143,500
472,23990,493
473,18624,3734
474,3127,534
475,8636,387
476,321579,780
477,7209,1273
478,5652,723
479,5184,359
480,3813,582
481,4112,770
482,4468,1070
483,4460,1332
484,5655,904
485,6248,398
486,533664,286
487,5081,863
488,2996,309
489,3194,440
490,196201,1219
491,4044,438
492,165175,676
493,16009,694
494,20114,737
495,4434,202
496,3277,282
497,4151,375
498,5604,703
499,2989,464
500,3553,442
501,375342,306
502,2624,740
503,4401,1490
504,6380,560
505,4894,562
506,4349,274
507,415137,27524
508,6037,704
509,5636,649
510,8276,349
511,7024,816
512,6130,976
513,7675,897
514,6042,3293
515,4626,610
516,5188,735
517,3612,539
518,6652,460
519,5664,509
520,378701,372
521,2693,480
522,6013,416
523,5437,125091
524,43131,836
525,3749,896
526,3968,617
527,5958,457
528,213175,608
529,6089,446
530,206174,417
531,8274,516
532,4242,368
533,2677,335
534,251773,239
535,54707,648
536,70006,1037
537,6033,1061
538,206803,1903
539,2731,260
540,4631,980
541,120692,4890
542,21758,1089
543,11528,344
544,5166,933
545,215442,742
546,19057,2193
547,59291,755
548,5355,697
549,115857,3257
550,3885,421
551,6104,977
552,277320,221
553,7562,897
554,130949,4687
555,21222,971
556,107788,735
557,9268,4471
558,18317,1027
559,221024,239
560,6143,784
561,102070,2205
562,2692,447
563,2535,368
564,159318,9363
565,4065,968
566,146639,364
567,5152,931
568,58673,15569
569,62085,921
570,78387,672
571,4149,476
572,2823,365
573,2715,490
574,2759,386
575,3894,923
576,283187,261
577,5851,838
578,128772,651
579,5175,363
580,2657,571
581,4612,812
582,206327,1723
583,88348,15240
584,3297,440
585,2841,477
586,153039,508
587,27899,626
588,4748,379
589,124880,42156
590,48710,390
591,5940,458
592,2961,191449
593,19730,396
594,13048,521
595,5366,419
596,5600,245
597,6196,518
598,4534,1357
599,255290,911
600,124425,467
601,3086,1175
602,6054,1073
603,237581,1394
604,3133,469
605,3321,331
606,152432,21633
607,4016,249
608,3062,367
609,4841,152179
610,43392,2648
611,4209,381
612,4373,368
613,3540,501
614,2647,779
615,4023,1174
616,331819,404
617,6025,418
618,3233,618
619,4545,384
620,3951,405
621,3888,587
622,263304,489
623,5231,972
624,212892,354
625,4288,1625
626,3659,622
627,5546,1058
628,5115,239
629,4275,809
630,4719,1617
631,249044,291
632,4287,723
633,5305,567
634,235249,546
635,54762,335
636,4276,767
637,191546,828
638,3182,338
639,2986,573
640,3219,832
641,208133,1475
642,4257,431
643,151521,265
644,3191,363
645,98253,759
646,10104,1654
647,158410,727
648,5069,338
649,180675,498
650,125417,1141
651,59345,296
652,5480,1100
653,185636,1903
654,4976,1457
655,4025,413
656,176117,1353
657,3873,357
658,2914,418
659,3243,653
660,2786,664
661,6504,194639
662,92883,943
663,5713,954
664,118900,349
665,3419,379
666,3553,1073
667,237889,773
668,6272,552
669,5798,1109
670,136663,533
671,6166,1131
672,217056,457
673,24241,141372
674,5880,745
675,200492,241
676,4923,793
677,3817,345
678,5889,637
679,4650,330
680,293735,2082
681,31199,367
682,150988,939
683,7196,603
684,122474,873
685,7504,111294
686,3136,847
687,121038,860
688,4479,686
689,120633,1016
690,21316,379
691,127240,5972
692,38758,4670
693,101901,1015
694,56991,1418
695,6065,961
696,108852,1203
697,70980,9808
698,5211,1221
699,2663,1808
700,180695,1116
701,6938,705
702,138039,932
703,83287,538
704,5931,1164
705,257633,1561
706,3896,1387
707,2784,616
708,5130,1120
709,137046,988
710,14624,341
711,3035,370
712,5573,877
713,211813,914
714,4710,971
715,105215,3791
716,29336,974
717,98567,864
718,20838,135587
719,48750,469
720,157354,594
721,7139,978
722,7643,1274
723,8502,1555
724,12814,415
725,9628,815
726,9144,315
727,3285,868
728,6596,624
729,5236,313
730,4359,1414
731,436979,1478
732,6483,935
733,16918,428
734,9998,1114
735,154923,7402
736,84985,467
737,73599,782
738,2747,420
739,5904,116638
740,4285,198
741,226471,826
742,5410,1157
743,121151,1536
744,32998,804
745,78645,472
746,106595,915
747,6829,675
748,157808,1394
749,14618,427
750,3699,378
751,4148,1197
752,4942,381
753,240499,1042
754,2954,354
755,3134,349
756,2515,390
757,4974,433
758,226427,1433
759,21053,355
760,2572,418
761,2566,352
762,80138,485
763,36178,331
764,4527,412
765,212338,9876
766,2660,446
767,2527,347
768,2777,819
769,241676,1205
770,8295,436
771,9586,13990
772,15809,268
773,25049,243
774,4905,907
775,210603,6732
776,2931,378
777,5648,335
778,62852,1140
779,3254,423
780,5839,171311
781,5216,249
782,165887,367
783,6002,376
784,6193,247277
785,5321,1025
786,157175,866
787,15433,618
788,115257,1484
789,38864,843
790,23054,411
791,2847,457
792,4554,980
793,196266,766
794,4465,454
795,150619,523
796,38384,4909
797,99455,970
798,2903,388
799,3515,371
800,3499,736
801,6215,346
802,300604,603
803,108996,548
804,4228,856
805,149994,8209
806,5026,727
807,152475,514
808,3423,411
809,166993,1848
810,5929,544
811,97991,644
812,5025,1086
813,3840,282
814,228016,606
815,5109,334
816,4359,683
817,4064,815
818,6304,504
819,4741,433
820,4110,596
821,3796,243
822,304994,1028
823,119971,1135
824,69781,17912
825,6170,931
826,136642,794
827,6248,1114
828,173080,374
829,3006,367
830,3185,438
831,145271,719
832,17364,493
833,61102,3026
834,131067,9770
835,11940,1196
836,210674,545
837,10147,2012
838,123209,533
839,3056,1019
840,220469,927
841,14709,1041
842,5187,1851
843,141096,456
844,6229,1102
845,217735,429
846,133989,395
847,2940,385
848,2728,469
849,3448,380
850,3257,368
851,5216,956
852,221213,843
853,5388,500
854,3704,801
855,183727,776
856,107732,888
857,3341,559
858,2586,359
859,3388,356
860,195159,746
861,6637,983
862,7266,500
863,2657,321
864,5782,829
865,216838,908
866,5900,1891
867,3616,497
868,4350,335
869,294843,638
870,25694,695
871,3557,300
872,2611,708
873,168620,451
874,4726,473
875,3493,321
876,308704,851
877,47184,1523
878,4492,617
879,4596,859
880,229344,926
881,11457,1375
882,11667,1691
883,8252,614
884,7912,543
885,7931,821
886,9754,984
887,5540,610
888,5878,393
889,4311,624
890,5490,439135
891,4970,841
892,214328,815
893,2545,356
894,4038,1086
895,215884,819
896,64842,11425
897,126885,19359
898,52596,1152
899,6923,940
900,6720,977
901,4063,410
902,2820,1140
903,234997,38292
904,18273,5545
905,2914,379
906,3121,845
907,2603,388
908,3971,492
909,3539,350
910,2573,372
911,283194,1274
912,195558,233
913,4341,641
914,3436,480
915,3831,205
916,4553,468
917,181778,571
918,15033,1285
919,208989,950
920,7704,356
921,4096,415
922,2605,702
923,3859,345
924,4442,1167
925,347032,557
926,90538,120174
927,11017,494
928,4544,409
929,177159,7115
930,4894,1047
931,4152,403
932,3654,653
933,176763,10008
934,137915,1097
935,19747,4617
936,8512,921
937,18815,840
938,9076,1677
939,3361,654
940,6485,296398
941,5403,399
942,5975,310
943,3874,462
944,340593,84562
945,26490,1033
946,79100,589
947,77351,918
948,8429,599
949,164201,15656
950,5263,892
951,4828,514
952,3851,502
953,5330,595
954,287601,1156
955,6673,396
956,3311,439
957,6061,230660
958,4347,687
959,123811,463
960,11674,435
961,2762,407
962,4724,504
963,231317,1468
964,5313,650
965,147164,634
966,2846,406
967,3170,472
968,83437,584
969,6408,600
970,27375,1017
971,255298,615
972,31875,5439
973,5917,862
974,155806,498
975,54552,695
976,3032,440
977,2812,439
978,4828,1091
979,211187,515
980,5626,423
981,4525,888
982,225961,346
983,117449,987
984,6085,399
985,3831,250
986,265264,1345
987,6076,599
988,129710,1061
989,48563,407
990,153539,440
991,12273,562
992,6645,988
993,226381,804
994,100011,530
995,4056,602
996,3950,379
997,4926,461
998,6100,9182
999,3635,317
1000,4420,336
1001,3785,681
1002,5563,1021
1003,4014,602
1004,4304,463
1005,6278,450
1006,3680,2006
1007,311580,6254
1008,22397,365
1009,4925,518
1010,3600,395
1011,242268,1005
1012,76932,871
1013,16801,2102
1014,5067,700
1015,151699,1127
1016,29144,680
1017,206943,608
1018,6532,564
1019,4302,858
1020,5494,733
1021,247035,845
1022,15079,1840
1023,12624,882
1024,7775,2127
1025,152065,400
1026,3076,397
1027,4303,731
1028,175851,305
1029,107081,1145
1030,7726,443
1031,43829,20988
1032,5846,872
1033,228065,3847
1034,61609,544
1035,125967,814
1036,4873,768
1037,4763,410
1038,4120,496
1039,4770,362
1040,5039,211
1041,5971,996
1042,374649,718
1043,3643,326
1044,4871,543
1045,206516,450
1046,3343,386
1047,5510,237691
1048,3785,447
1049,6357,49993
1050,6921,867
1051,139383,828
1052,17511,8153
1053,94904,465
1054,2927,386
1055,4062,547
1056,169577,325
1057,6018,2955
1058,117476,269
1059,2733,2098
1060,133616,987
1061,87258,437
1062,31189,1166
1063,97961,775
1064,5675,1137
1065,133684,1011
1066,29211,36526
1067,6911,931
1068,106133,504
1069,6207,938
1070,273168,1024
1071,63596,652
1072,28663,1514
1073,9144,467
1074,33356,318
1075,136959,1924
1076,124985,726
1077,4829,10614
1078,6452,474
1079,4986,322
1080,5636,606
1081,5658,682
1082,4367,424
1083,5166,332034
1084,107578,396
1085,3452,415
1086,3186,993
1087,151762,740
1088,26599,844
1089,57861,281
1090,6120,1031
1091,137151,425
1092,14196,1121
1093,6016,695
1094,4228,375
1095,2845,1725
1096,343118,1244
1097,5916,938
1098,4606,844
1099,4763,4348
1100,15229,3062
1101,32190,5919
1102,246142,1810
1103,71788,8261
1104,30039,10444
1105,32370,286
1106,2994,53908
1107,77726,925
1108,58930,304
1109,5321,681
1110,167463,730
1111,11816,5032
1112,5873,333
1113,187579,1231
1114,5037,1709
1115,347530,354
1116,4253,426
1117,5126,525
1118,4241,1368
1119,290455,312
1120,6532,1100
1121,4713,488
1122,4579,1187
1123,484499,634
1124,4528,352
1125,5293,550
1126,34904,1792
1127,62513,863
1128,259220,1089
1129,21231,818
1130,5780,621
1131,252656,487
1132,4961,434
1133,6265,849
1134,5380,1013
1135,5143,1488
1136,5721,987
1137,4812,1432
1138,5998,360
1139,429000,1137
1140,5131,825
1141,5235,566
1142,7019,1017
1143,5858,796
1144,2742,366
1145,5582,1093
1146,328600,355
1147,9862,979
1148,6222,1543
1149,227242,441
1150,3837,934
1151,265645,1717
1152,6893,7853
1153,4138,508
1154,308706,802
1155,89057,1856
1156,5097,508
1157,3271,353
1158,8828,1011
1159,6705,769
1160,4663,650
1161,7550,638
1162,6960,2915
1163,394921,10818
1164,226371,242
1165,2754,390
1166,4377,447
1167,5831,802
1168,4791,696
1169,4379,473
1170,5148,1314
1171,6478,694
1172,338877,356
1173,5003,426
1174,3900,360
1175,5855,726
1176,3920,532
1177,35301,452
1178,10127,1288
1179,6121,793
1180,4754,937
1181,3778,707
1182,441940,515
1183,119173,1368
1184,36014,4305
1185,38708,234
1186,4221,186
1187,3299,274
1188,3936,580
1189,183779,703
1190,17771,375
1191,4854,518
1192,235925,1160
1193,4287,296
1194,4842,572
1195,4954,407
1196,3952,429
1197,3811,870
1198,6325,652
1199,289991,6393
1200,4961,769
1201,226095,243
1202,4970,1516
1203,84948,723
1204,5752,437
1205,3562,422
1206,5614,141251
1207,34894,196
1208,6337,437
1209,2686,374
1210,3035,1076
1211,349876,5763
1212,6070,864
1213,2981,631
1214,317861,1014
1215,9992,412
1216,274551,1330
1217,5805,1046
1218,7749,1076
1219,222464,1324
1220,120123,3240
1221,19425,874
1222,4353,1087
1223,5318,1016
1224,4763,625
1225,5186,289
1226,508181,1222
1227,6341,518
1228,7515,587
1229,6578,615
1230,6469,382
1231,5072,1001
1232,4817,1203
1233,5749,1784
1234,5665,391
1235,282306,634
1236,91334,340
1237,5262,1134
1238,170284,503
1239,5738,881
1240,147304,374
1241,5325,997
1242,172936,362
1243,6627,972
1244,121886,577
1245,5961,591
1246,156497,240
1247,7184,1114
1248,201735,1032
1249,7267,548
1250,5545,984
1251,249265,1029
1252,5322,1153
1253,4236,513
1254,44725,698
1255,12221,243
1256,4812,559
1257,4455,446
1258,5321,262
1259,311417,1632
1260,107753,15978
1261,3996,700
1262,3937,383
1263,4762,794
1264,3547,689
1265,212778,29034
1266,40076,297
1267,2683,368
1268,4088,851
1269,139012,261
1270,4302,977
1271,255350,413
1272,3206,421
1273,5149,805
1274,6071,774
1275,6310,814
1276,5901,411
1277,6306,1284
1278,5466,905
1279,6828,982
1280,4497,325325
1281,23075,646
1282,4917,805
1283,5333,508
1284,5467,791
1285,4499,667
1286,5969,1015
1287,5207,273
1288,3723,462
1289,2774,1012
1290,466818,226
1291,4852,932
1292,209945,377
1293,4743,339
1294,4195,658
1295,5422,509
1296,6127,574
1297,337126,867
1298,28202,473
1299,2919,402
1300,2865,497
1301,2676,371
1302,225813,939
1303,122419,5964
1304,5954,2401
1305,155183,437
1306,11846,1307
1307,122231,529
1308,23868,434
1309,7356,842
1310,8241,135230
1311,6781,698
1312,87789,7031
1313,80014,2335
1314,4203,157
1315,2734,412
1316,3679,844
1317,211290,1699
1318,119905,2055
1319,3325,365
1320,5346,1123
1321,150165,14629
1322,73360,383
1323,5300,1114
1324,141439,382
1325,3345,462
1326,3793,844
1327,116498,777
1328,8173,128731
1329,48787,1186
1330,4620,936
1331,5359,485
1332,2773,267
1333,139073,976
1334,8948,888
1335,6042,965
1336,5326,968
1337,315207,331
1338,6120,834
1339,114927,415
1340,4324,1110
1341,151655,823
1342,39958,1416
1343,2950,417
1344,4797,951
1345,263720,419
1346,3803,908
1347,57098,693
1348,15405,1385
1349,12044,817
1350,222013,408
1351,6438,664
1352,115669,475
1353,4350,699
1354,128739,7688
1355,44946,382
1356,20148,345
1357,4464,575
1358,2868,715
1359,203184,3518
1360,3750,279
1361,3698,408
1362,4784,782
1363,212424,229
1364,5628,784
1365,223752,1089
1366,17304,717
1367,4897,767
1368,4655,1001
1369,225467,261
1370,4084,574
1371,3853,451
1372,5508,530
1373,4517,930
1374,4280,5580
1375,3989,403
1376,3606,450
1377,3366,475
1378,5666,505
1379,4492,266
1380,10010,363
1381,5159,860
1382,416231,531
1383,125255,1252
1384,4314,871
1385,5836,787
1386,6359,746
1387,236793,974
1388,4893,1378
1389,6749,924
1390,230751,1431
1391,15197,470
1392,151942,3567
1393,4353,1081
1394,4606,109354
1395,5047,827
1396,163533,11049
1397,3159,380
1398,2718,486
1399,142711,6327
1400,21141,336
1401,110585,749
1402,6768,1150
1403,155273,667
1404,57880,271
1405,3791,735
1406,148124,1272
1407,5588,278
1408,2736,364
1409,4686,497
1410,6272,175719
1411,3127,10246
1412,93954,3249
1413,15747,460
1414,3507,1127
1415,149171,1238
1416,3097,192
1417,115426,4957
1418,13463,1591
1419,206036,314
1420,5696,708
1421,157181,997
1422,14004,419
1423,4926,466
1424,4347,222273
1425,5821,389
1426,4191,945
1427,239715,247
1428,6286,508
1429,4661,708
1430,256460,384
1431,6405,549
1432,5205,437
1433,140956,867
1434,18904,818
1435,6100,1212
1436,193582,1651
1437,3923,861
1438,601656,775
1439,20408,821
1440,5559,2604
1441,5448,513
1442,90010,603
1443,6482,794
1444,6432,725
1445,220062,293
1446,3056,345
1447,5161,959
1448,8114,492
1449,5452,654
1450,2834,333
1451,2626,380
1452,230804,1116
1453,6258,386
1454,3324,346
1455,5574,1129
1456,239698,283
1457,4167,361
1458,120623,957
1459,7195,371
1460,3892,1084
1461,360555,1066
1462,4534,1082
1463,5260,716
1464,5318,1309
1465,4291,737
1466,4914,1097
1467,4141,457
1468,5514,846
1469,4472,409
1470,5497,412
1471,332695,18713
1472,4410,252
1473,4163,383
1474,4437,495
1475,327362,1940
1476,13745,800
1477,15817,946
1478,8967,423
1479,6361,2274
1480,6644,1118
1481,459551,1078
1482,7533,861
1483,6175,682
1484,6942,797
1485,6026,7937
1486,5620,462
1487,6061,941
1488,6439,751
1489,6421,408
1490,5096,701
1491,5050,1122
1492,6134,586
1493,12996,352
1494,637363,2431
1495,13148,1548
1496,5827,387
1497,5280,614
1498,5915,629
1499,6853,4703
1500,7505,638
1501,10185,1962
1502,6813,1130
1503,6390,562
1504,807508,472
1505,7540,472
1506,26503,385
1507,51899,3859
1508,7460,861
1509,269873,1894
1510,54952,1637
1511,199912,493
1512,4465,550
1513,3904,742
1514,4092,556
1515,5453,378
1516,303364,634
1517,48529,644
1518,44587,1738
1519,93602,538
1520,6174,737
1521,107011,974
1522,3248,736
1523,6031,84858
1524,87265,513
1525,3762,267
1526,3466,404
1527,5335,1101
1528,278877,557
1529,5849,440
1530,5993,409
1531,11338,965
1532,15867,1284
1533,454857,348
1534,6141,542
1535,5606,593
1536,5323,892
1537,5357,313
1538,3833,624
1539,381061,516
1540,5227,575
1541,6098,669
1542,200526,6098
1543,4668,498
1544,252796,869
1545,17815,1683
1546,30429,1896
1547,3147,406
1548,5754,452
1549,6239,12610
1550,5838,915
1551,14249,1354
1552,341867,1151
1553,5447,976
1554,96002,1100
1555,24641,6377
1556,126412,1037
1557,56479,1723
1558,78728,548
1559,6538,1236
1560,253503,3066
1561,9096,812
1562,115523,1757
1563,9595,1147
1564,12915,1599
1565,6141,933
1566,145339,190
1567,5535,1131
1568,3785,183437
1569,120817,58591
1570,9348,478
1571,13442,2342
1572,6504,5837
1573,8928,495
1574,10168,743
1575,157533,975
1576,5894,426
1577,3069,192
1578,5481,887
1579,229879,813
1580,5610,387
1581,2948,352
1582,270312,819
1583,19494,915
1584,36560,29297
1585,3264,533
1586,4159,207
1587,4487,602
1588,231277,1106
1589,18701,2096
1590,3444,410
1591,5203,963
1592,186813,471
1593,2937,505
1594,3956,1000
1595,156587,797
1596,28427,84383
1597,6345,877
1598,124851,1968
1599,21292,18797
1600,78879,418
1601,16138,948
1602,6809,757
1603,7275,845
1604,3332,426
1605,2842,390
1606,243661,465
1607,2936,404
1608,3828,749
1609,204595,399
1610,6508,662
1611,11285,989
1612,142571,1044
1613,23151,54264
1614,135381,1712
1615,2837,400
1616,3257,435
1617,3633,399
1618,202286,363
1619,10007,579
1620,45809,1780
1621,8717,499
1622,6699,449
1623,5424,156274
1624,37516,1053
1625,6110,456
1626,104250,22647
1627,31799,755
1628,6200,866
1629,86824,403
1630,11696,4250
1631,5906,632
1632,3333,1734
1633,210555,830
1634,133115,1316
1635,3112,281
1636,137114,782
1637,14071,200
1638,4317,478
1639,155332,1027
1640,5120,375
1641,174832,978
1642,32174,1395
1643,18316,635
1644,5656,476
1645,151679,500
1646,3212,742
1647,98858,61851
1648,7335,69439
1649,4361,616
1650,3085,403
1651,4778,945
1652,161321,843
1653,14625,1256
1654,5462,2304
1655,4649,244
1656,5843,213057
1657,4895,1130
1658,3468,582
1659,102388,59544
1660,38209,2327
1661,6646,1166
1662,5013,451
1663,151629,312
1664,5703,343
1665,3182,436
1666,5129,139255
1667,3788,367
1668,6157,2896
1669,109215,557
1670,4324,439
1671,3281,526
1672,143358,264
1673,6038,554
1674,3634,411
1675,4504,451
1676,109572,816
1677,6063,975
1678,215560,1178
1679,3949,810
1680,4744,1020
1681,100213,430
1682,7296,826
1683,202901,286
1684,3117,428
1685,211359,2814
1686,14869,506
1687,183761,2552
1688,61799,87291
1689,55326,1791
1690,3055,442
1691,5270,437
1692,140168,472
1693,3188,581
1694,3368,455
1695,123037,589
1696,8516,415
1697,22487,12938
1698,5118,588
1699,169073,5921
1700,5854,657
1701,40848,1832
1702,195684,734
1703,16238,1257
1704,127414,476
1705,9329,674
1706,4938,450
1707,112559,693
1708,6620,1046
1709,115449,3039
1710,41396,1067
1711,13868,62008
1712,10620,1784
1713,14460,549
1714,146596,248
1715,3796,440
1716,4341,253
1717,4394,475
1718,3383,936
1719,6516,377
1720,6052,516
1721,6292,1193
1722,5681,596
1723,5475,838
1724,323890,523
1725,26336,477
1726,5282,1387
1727,5005,641
1728,4906,661
1729,119020,1364
1730,6108,990
1731,70403,5165
1732,95005,429
1733,6647,456
1734,9516,994
1735,106345,19207
1736,6077,606
1737,84309,443
1738,12097,458
1739,6789,1125
1740,4136,597
1741,194176,513
1742,67268,4722
1743,17831,1107
1744,19222,398
1745,7005,975
1746,5604,443
1747,4360,778
1748,192390,1558
1749,59561,822
1750,4308,435
1751,4256,789
1752,3974,427
1753,4395,118700
1754,34718,682
1755,19556,1057
1756,28398,1355
1757,150038,16854
1758,47839,505
1759,5577,571
1760,102763,4900
1761,5893,453
1762,7469,704
1763,193590,1034
1764,12809,6889
1765,51016,1178
1766,5667,309
1767,65064,719
1768,14716,411
1769,125645,906
1770,3445,436
1771,6865,426
1772,4070,714
1773,3914,627
1774,3330,469
1775,4013,643
1776,6106,1220
1777,314334,927
1778,7573,1671
1779,7826,487
1780,126777,12317
1781,14484,775
1782,47414,452
1783,4171,469
1784,3442,762
1785,5813,801
1786,153480,759
1787,4589,790
1788,4385,1114
1789,6385,926
1790,6209,859
1791,216790,420
1792,4039,453
1793,3309,549
1794,5418,131570
1795,3129,532
1796,4324,584
1797,3503,584
1798,87846,684
1799,8181,7301
1800,13720,849
1801,4026,271
1802,5847,305
1803,220468,575
1804,5413,369
1805,4954,584
1806,6507,308
1807,176722,534
1808,6344,572
