frame_id,total_latency(μs),algorithm_latency(μs)
151,417749,417347
152,406473,405962
153,406954,406525
154,407460,407064
155,413303,412875
156,406856,406386
157,408595,408197
158,429270,428867
159,389267,388773
160,408767,408364
161,406625,406212
162,408943,408540
163,407264,406855
164,407318,406906
165,406683,406274
166,408059,407670
167,416288,415893
168,423830,423374
169,392284,391795
170,408333,407911
171,408261,407826
172,407689,407292
173,406912,406501
174,407546,407138
175,408646,408249
176,407688,407283
177,407540,407141
178,407173,406777
179,413425,413013
180,410603,410166
181,406971,406553
182,408339,407937
183,408711,408321
184,408282,407839
185,406966,406537
186,407317,406939
187,408308,407910
188,407447,407056
189,408001,407618
190,413124,412712
191,406873,406460
192,413377,412985
193,407765,407363
194,407507,407115
195,408017,407605
196,408556,408166
197,407039,406621
198,407919,407516
199,438182,437721
200,384386,383894
201,407419,407019
202,407593,407213
203,407835,407439
204,413978,413604
205,411359,410962
206,407575,407181
207,408268,407883
208,409141,408735
209,411307,410883
210,407435,406947
211,409434,408954
212,411390,410972
213,415441,414768
214,406137,405702
215,408559,408170
216,412521,412101
217,406198,405700
218,408556,408173
219,407515,407083
220,408073,407692
221,408097,407695
222,408175,407772
223,412285,411878
224,406836,406384
225,408466,408073
226,408660,408263
227,407537,407082
228,408701,408326
229,412252,411743
230,407415,406991
231,408153,407759
232,411089,410694
233,407382,406904
234,412908,412465
235,408190,407793
236,409438,409023
237,408659,408257
238,407202,406718
239,409165,408774
240,408949,408484
241,412869,412414
242,408679,408219
243,408407,407927
244,413814,413404
245,409597,409169
246,408191,407766
247,409223,408754
248,409276,408780
249,409560,409116
250,409487,409097
251,409235,408761
252,410058,409671
253,413201,412738
254,411027,410621
255,408746,408314
256,415328,414938
257,409180,408745
258,410291,409741
259,410576,410176
260,408178,407744
261,410613,410143
262,410125,409680
263,412353,411941
264,410330,409921
265,438566,438137
266,394605,394071
267,411825,411389
268,412111,411681
269,411230,410785
270,412284,411648
271,411510,411067
272,412934,412515
273,410523,410057
274,411689,411249
275,413206,412764
276,416674,416241
277,416489,416052
278,412985,412528
279,412430,411996
280,412482,412016
281,412998,412566
282,413167,412741
283,413561,413155
284,413845,413361
285,413210,412789
286,418212,417785
287,413304,412890
288,414512,413986
289,418398,417977
290,412861,412422
291,413282,412862
292,414395,413971
293,413010,412565
294,413632,413227
295,413368,412941
296,419672,419251
297,414717,414281
298,414432,414000
299,415552,415126
300,414368,413972
301,422065,421644
302,412998,412563
303,415363,414914
304,415494,415074
305,415854,415413
306,420384,419991
307,416386,415983
308,416998,416576
309,416019,415601
310,415939,415498
311,416589,416169
312,416803,416383
313,422257,421825
314,415833,415390
315,416803,416372
316,422046,421601
317,421099,420663
318,418665,418233
319,418498,418103
320,418202,417769
321,416467,416031
322,418346,417923
323,417537,417112
324,416931,416487
325,424330,423903
326,420844,420436
327,416295,415856
328,418290,417876
329,419180,418762
330,418911,418493
331,419374,418933
332,419348,418914
333,419234,418810
334,420224,419703
335,419711,419296
336,426635,426194
337,425505,425079
338,419509,419061
339,420153,419708
340,420353,419919
341,421086,420649
342,421586,421169
343,420741,420315
344,421687,421270
345,422469,422043
346,425330,424927
347,420462,420037
348,421315,420894
349,426446,426020
350,421890,421428
351,421278,420858
352,422127,421708
353,421154,420715
354,422198,421774
355,421838,421421
356,427711,427292
357,422594,422161
358,423349,422913
359,422817,422376
360,422954,422573
361,425897,425453
362,422510,422074
363,422964,422508
364,423268,422816
365,424575,424139
366,444984,444563
367,409205,408711
368,424726,424266
369,424463,424020
370,425665,425221
371,423987,423548
372,424039,423611
373,431057,430575
374,424757,424321
375,425750,425320
376,425679,425247
377,431712,431298
378,426865,426415
379,430503,430093
380,424368,423925
381,428441,428000
382,427666,427226
383,427670,427224
384,433163,432625
385,428780,428321
386,428165,427734
387,435229,434785
388,428691,428247
389,429355,428908
390,429571,429132
391,430265,429846
392,430105,429678
393,430970,430525
394,430506,430066
395,430851,430408
396,433794,433356
397,432599,432153
398,436005,435544
399,431561,431066
400,432147,431692
401,383588,383155
402,376792,376332
403,380510,380066
404,431497,431054
405,433372,432937
406,433184,432745
407,435427,434993
408,440729,440289
409,453598,453152
410,420282,419768
411,434712,434276
412,381593,381138
413,379319,378872
414,383164,382710
415,380990,380524
416,381429,380985
417,381689,381231
418,380882,380445
419,381842,381420
420,386261,385809
421,385034,384191
422,404584,404106
423,368388,367915
424,381833,381377
425,382861,382404
426,383860,383265
427,382857,382389
428,382621,382179
429,383816,383352
430,384617,384180
431,383344,382905
432,384279,383816
433,387355,386897
434,390213,389610
435,390687,390224
436,384734,384266
437,385194,384772
438,384563,384102
439,385313,384863
440,386292,385826
441,385872,385422
442,386032,385577
443,386508,386028
444,386193,385741
445,386761,386312
446,395418,394959
447,387410,386927
448,388276,387834
449,388740,388290
450,389659,389201
451,388634,388172
452,386026,385550
453,388307,387839
454,334062,333606
455,331876,331423
456,332474,332022
457,388786,388329
458,391159,390692
459,388800,388320
460,391616,391154
461,389999,389524
462,390853,390385
463,396080,395622
464,389265,388780
465,335291,334816
466,334982,334536
467,339723,339272
468,334416,333939
469,335885,335432
470,336830,336265
471,347425,346928
472,336480,335993
473,336238,335771
474,347304,346852
475,335348,334890
476,337947,337484
477,336080,335620
478,338043,337603
479,338503,338038
480,337058,336592
481,339089,338601
482,338892,338419
483,338398,337949
484,339867,339338
485,346171,345712
486,344680,344198
487,343051,342586
488,341382,340888
489,350820,349883
490,340418,339952
491,340802,340346
492,340668,340206
493,342777,342294
494,341233,340789
495,343287,342797
496,343140,342672
497,342883,342417
498,343871,343415
499,344060,343590
500,350714,350231
501,350331,349856
502,348308,347827
503,351470,350990
504,349916,349398
505,348489,348007
506,345499,344985
507,346247,345775
508,345720,345249
509,347228,346756
510,348253,347771
511,344399,343911
512,344803,344325
513,353922,353448
514,348229,347755
515,291188,290693
516,287131,286657
517,286569,286085
518,350163,349693
519,350520,350040
520,343210,342734
521,342764,342294
522,341523,341065
523,342427,341946
524,340181,339701
525,340808,340335
526,291480,290997
527,287465,286982
528,284186,283709
529,282307,281860
530,284323,283863
531,284716,284257
532,282404,281942
533,283353,282885
534,292826,292305
535,283917,283417
536,281337,280854
537,283800,283326
538,281289,280824
539,284010,283532
540,281762,281320
541,283732,283249
542,303476,303016
543,273828,273322
544,283265,282686
545,284144,283661
546,282865,282413
547,283295,282811
548,283440,282975
549,284637,284164
550,281847,281399
551,288084,287618
552,290560,290053
553,227116,226635
554,227477,227005
555,227520,227036
556,227705,227229
557,229261,228784
558,285433,284954
559,292315,291841
560,291262,290771
561,284466,283953
562,285606,285117
563,284958,284480
564,285150,284682
565,285099,284620
566,229473,228996
567,228039,227573
568,229571,229091
569,227370,226831
570,229628,229171
571,233907,233433
572,232838,232338
573,232622,232133
574,228078,227590
575,229597,229118
576,229542,229064
577,231005,230534
578,234331,233849
579,232781,232288
580,233118,232640
581,230802,230314
582,230859,230372
583,230112,229626
584,230903,230357
585,229594,229116
586,229836,229353
587,230878,230399
588,229585,229108
589,232675,232205
590,230753,230277
591,229826,229328
592,230364,229890
593,234622,234137
594,233571,233086
595,231861,231374
596,230662,230171
597,252372,251889
598,212686,212174
599,233734,233236
600,234111,233605
601,229526,229040
602,230004,229429
603,230297,229832
604,231290,230825
605,230235,229747
606,228399,227818
607,229720,229227
608,229295,228828
609,228955,228494
610,230831,230343
611,227974,227495
612,229867,229379
613,230077,229596
614,232414,231896
615,233064,232539
616,232263,231753
617,1274977,225722
618,229264,228807
619,229360,228898
620,230296,229839
621,229218,228751
622,229757,229304
623,229794,229337
624,229821,229362
